desired_array_size,P_ref,t_TES_hours,PPA,CF_hybrid,CF_pb,LCOE,Annual Revenue,PV to Grid MWh,CSP to Grid MWh
110000,135.0,16,71.42516432742414,0.6916875251624642,0.3557287616913842,120.0446349469847,68.60333142307113,185233.43846608786,420684.8335762309
105000,130.0,20,70.5818873236613,0.6902050086504574,0.37572975012496457,119.49061442713514,68.13191380972313,176738.54813549112,427881.03944230964
115000,135.0,14,71.86933045142821,0.6943318010847704,0.3505110660071872,120.12052559934284,68.90648599599392,193720.27109015934,414514.38666009955
65000,100.0,12,59.49063594284956,0.6097231984892795,0.48474148678992224,103.53088538681966,52.20577559961023,109483.97944863692,424633.5424279719
90000,150.0,14,71.54829681987414,0.6593155895737337,0.3242596036496608,122.09311450075961,66.56331808493083,151483.33727093643,426077.1191956543
120000,85.0,14,67.10315978678388,0.6241821743882741,0.4631114908108907,110.18007445262484,56.78590213331718,201950.76870633883,344832.8160577892
90000,80.0,16,63.24530482361046,0.5692894616557542,0.4954540969456396,105.55913174886763,49.662253710487484,151483.33727093643,347214.23113950423
150000,130.0,14,76.79336131360662,0.727321250722738,0.34922890983762905,126.20859646081648,75.76652580516256,239431.5331100265,397701.882523092
110000,60.0,20,70.53441089485605,0.5034803750517435,0.48671113028774626,112.92952936998606,46.95009332021627,185233.43846608786,255815.37007923942
115000,135.0,14,71.86933045142821,0.6943318010847704,0.3505110660071872,120.12052559934284,68.90648599599392,193720.27109015934,414514.38666009955
80000,85.0,14,61.39805546719436,0.5762127433955561,0.4969369108157302,103.66227281721238,49.38083845842765,134743.1394211144,370019.2237933927
95000,85.0,8,67.54021800236174,0.516959313620683,0.3933223709721028,117.61625509188333,50.25829539616277,159988.52130589067,292867.83742582775
50000,130.0,16,64.59395037780078,0.6171054146022805,0.4007275191818177,113.42906016771053,57.91385188455277,84235.8443473437,456348.498844254
160000,125.0,14,78.06072308546237,0.7348229251489035,0.36111771317126623,127.98421187962603,77.59817397797019,248280.98650790297,395423.8959225365
55000,110.0,12,60.47204447882359,0.6200758099702278,0.4675133709860193,104.66418995948935,53.6873418899176,92690.52525179129,450495.8842821282
155000,140.0,12,79.51275806703363,0.724141923289645,0.31828559725143113,130.4501898707514,77.97844715039763,244002.86833257388,390345.45646915515
185000,60.0,18,86.93440968886327,0.5799699865667677,0.4615426627386087,135.48786180997942,64.74099738179228,265466.8846970757,242586.82353541275
120000,85.0,8,72.43190101547147,0.5317296549735446,0.3543438209112091,125.41836642019804,55.079163842793434,201950.76870633883,263844.4090504863
230000,65.0,10,106.36893401688124,0.5565147318184407,0.3511307593680683,172.17220766894437,78.87516256325426,287573.05068877595,199933.8543841781
60000,110.0,12,60.81942017583961,0.626075172334847,0.4643472099095722,104.86973376605327,54.3070471213397,100996.87949646213,447444.9714688638
60000,100.0,12,59.00037099306508,0.6039325740560363,0.4886393326217188,103.00686887184104,51.455532614433196,100996.87949646213,428048.0553766257
105000,135.0,14,70.37952969426702,0.6829376240321107,0.35643058558822754,118.34504770606814,66.79231269960688,176738.54813549112,421514.81051663787
100000,130.0,14,68.94633843663756,0.6779224492596145,0.3735517298917804,116.20992418197689,65.10818206937572,168459.3555506628,425400.7100007596
120000,90.0,14,66.58851172533477,0.6452703783176909,0.46081441235408205,110.10821043727172,58.66613986353992,201950.76870633883,363306.0826999583
70000,130.0,12,65.46386525056266,0.6381927858965235,0.3873367784761114,112.21635852256354,59.23907925331615,117957.75711675889,441099.1233285957
115000,135.0,16,72.16894835061997,0.6975969170399521,0.3529296704184328,120.90934142478832,69.67843722886467,193720.27109015934,417374.6282368387
210000,125.0,12,90.01615046091551,0.7541794094050247,0.3487896531849296,146.29845377388688,90.94031167189338,278736.49240130367,381924.6702374979
100000,125.0,14,67.96976184655566,0.6792047660964755,0.3895196525569403,114.46642311298038,64.2478093937608,168459.3555506628,426524.0195498497
95000,90.0,18,63.17803296048092,0.6233783489246333,0.489714500700264,106.69225790080795,54.94766490765903,159988.52130589067,386090.91235208814
90000,145.0,12,70.30527150301786,0.6586784779221407,0.33500158194682633,119.12866216284249,64.88818948068663,151483.33727093643,425519.0093888588
145000,80.0,14,72.77653271071651,0.6260800335254294,0.44795567455310026,117.49698431145251,60.694037596124,234518.77264146353,313927.33672681265
125000,85.0,14,68.09407490007152,0.6292837242176391,0.45875243817949457,111.49167937482605,57.92231746246388,209665.47694620016,341587.06546845165
90000,135.0,16,68.92941164729135,0.6669897497108135,0.3659730115641267,117.55126466977113,64.81280789020111,151483.33727093643,432799.68347573624
145000,130.0,14,76.0269474057477,0.7233393258393396,0.3504798707356849,125.14769513504791,74.72636325102106,234518.77264146353,399126.4767937979
150000,120.0,12,75.3289530651599,0.7172653844012025,0.36995143038948525,123.84615337930977,73.31392187583205,239431.5331100265,388892.9436254269
135000,125.0,18,73.53616306479245,0.7231849695883106,0.3746736891033285,121.94395614261462,72.80036167031811,223242.34379121536,410267.6895681447
130000,135.0,14,74.22221133778513,0.7096791719447119,0.34238127460344603,123.03787142214469,72.11222107693354,216778.85927753238,404900.09534603526
70000,95.0,12,60.00831825487661,0.5950262525476054,0.4846013459684493,103.714321765235,51.033817455773516,117957.75711675889,403285.2401149435
50000,140.0,12,65.84997563155744,0.610419660182436,0.3673285860832275,114.8918684597031,58.04888862467157,84235.8443473437,450491.7779724702
70000,120.0,12,63.56748283871941,0.6395492797580825,0.4207452549004199,108.81584156714929,57.557259491953964,117957.75711675889,442287.4119513214
190000,85.0,12,84.7267591419649,0.6492873248605338,0.4035335830001557,138.27839134231724,73.99435271900558,268304.59067591163,300471.10590191593
120000,125.0,14,70.64632540172829,0.7006639325247368,0.37610122026057596,117.65723852805075,68.09088016491062,201950.76870633883,411830.8361853307
135000,125.0,16,73.29366293235697,0.7198028733938404,0.37196801214775244,121.31623344907855,72.09247752512877,223242.34379121536,407304.9733017889
130000,95.0,16,68.01022714092899,0.6829457301212829,0.4584013462012876,112.58503829060484,63.46448615297794,216778.85927753238,381481.6003087115
140000,95.0,12,71.03923861208874,0.6589759898771764,0.41830328904980646,118.56855896923418,64.48369510461279,229150.96998515766,348111.99714724894
90000,130.0,14,67.64162894858465,0.6656787618764849,0.37904044444403256,114.82311787139098,63.186659919880974,151483.33727093643,431651.25813286426
90000,115.0,14,64.82030582982752,0.668539150911332,0.43096779722790396,109.64152217864607,60.58036272557895,151483.33727093643,434156.95892739046
190000,130.0,14,85.67740624635103,0.7528337456256786,0.34349997408867483,139.6765334749037,86.70837599044694,268304.59067591163,391177.77049218287
145000,130.0,16,76.17587973967045,0.727894709723727,0.3539840121852137,125.62078103950125,75.47535586012735,234518.77264146353,403116.9930765213
75000,130.0,16,66.45242084210642,0.6490771765382095,0.3884365105912186,114.48916929727947,61.447789492214596,126240.10838619183,442351.4982612797
65000,130.0,12,64.98350738817383,0.6319328212093471,0.38996239193076143,111.80924909062666,58.45299649414163,109483.97944863692,444089.1719307511
85000,105.0,12,62.80998232603434,0.6489322857013406,0.4623341754032242,107.0056896055252,57.392632257642994,143209.70773848877,425254.9745358856
140000,130.0,14,75.02757073068237,0.7191143368337934,0.3519434396568716,123.73250436293787,73.45974107012375,229150.96998515766,400793.18908124533
95000,130.0,14,68.26873865329371,0.67181965942448,0.376295662407757,115.48860239647729,64.13038439389486,159988.52130589067,428525.5003499537
110000,95.0,18,64.90661926991936,0.6636509183030447,0.47599707518310413,109.02847819020128,59.7519915952109,185233.43846608786,396124.76596737927
50000,115.0,14,61.16557079114409,0.618790603348398,0.45446170754998305,106.57494397574338,54.55856208114446,84235.8443473437,457824.7241858529
150000,125.0,12,76.00951199930118,0.7197028877367454,0.3571033758423402,124.83905534715234,74.15917804835449,239431.5331100265,391028.1965473625
70000,125.0,16,64.97879550984933,0.6445578613767776,0.40792230999935913,112.33709518633773,59.87534739692245,117957.75711675889,446674.92944929824
175000,110.0,12,79.77223694154881,0.7230437744400918,0.3881595378227042,131.29505790547614,78.28566885112411,259355.81576356274,374030.53064595774
200000,125.0,16,87.15701021829973,0.7638672944185819,0.361122300875031,142.0465547862829,89.44096768301252,273718.8304525188,395428.91945815895
70000,95.0,14,59.70640998137429,0.6077132856157198,0.4979561176190959,102.75398622705363,51.6335491323627,117957.75711675889,414399.08108261164
135000,125.0,14,73.13734369333827,0.7152002768153132,0.3682859348849306,120.85785007112595,71.36662087387589,223242.34379121536,403273.09869899903
60000,115.0,14,61.82830032349245,0.6317425841432157,0.44908638496425934,106.91910605248522,55.86724048263094,100996.87949646213,452409.6242129949
125000,130.0,14,72.46266879104732,0.7051207115478961,0.3582896613714058,120.34935169371607,70.08766816967224,209665.47694620016,408020.2663697569
105000,100.0,14,63.87812627807527,0.6700689779736733,0.4683126444856696,107.57947811213525,59.54496425141426,176738.54813549112,410241.8765694466
145000,125.0,14,75.107485610002,0.7237808524084521,0.3648522868204023,123.64111711187327,73.86599057540613,234518.77264146353,399513.2540683405
145000,130.0,20,76.79500574334936,0.7333457978787278,0.35817715691982965,127.0924021043597,76.9201610985867,234518.77264146353,407892.146300302
130000,125.0,14,72.42985592943606,0.7105051564368214,0.3704325641654093,119.99144962530319,70.39765166386924,216778.85927753238,405623.6577611232
120000,130.0,16,71.82741552203416,0.7041425963493927,0.3643116839618275,119.84477673786812,69.7002454496318,201950.76870633883,414878.1456957292
140000,95.0,16,69.76184588379571,0.6921916121132947,0.4532671019299309,114.96465375016493,65.66620288361753,229150.96998515766,377208.8822260885
120000,110.0,14,68.1661979691283,0.6996137818125064,0.426433067830445,113.30825515663557,65.45912298350962,201950.76870633883,410910.9041614168
120000,120.0,12,69.93165594535284,0.6922415471545351,0.38475344996293187,116.30293593579772,66.498648911195,201950.76870633883,404452.826601034
135000,125.0,14,73.13734369333827,0.7152002768153132,0.3682859348849306,120.85785007112595,71.36662087387589,223242.34379121536,403273.09869899903
160000,130.0,14,78.9590227534534,0.7346291813417373,0.34707953665916647,129.42707920474186,78.45854665358512,248280.98650790297,395254.1763474588
70000,115.0,14,62.79049654034962,0.6444368814438948,0.44328861527505753,107.72361067717397,57.40356622698247,117957.75711675889,446568.95102809294
75000,110.0,14,62.26735104665858,0.6506002484365987,0.4604459415154303,106.35795416241825,57.20666702609241,126240.10838619183,443685.7092442686
140000,105.0,12,71.5560308042497,0.695054631393019,0.41282549153634157,119.28350111241042,68.4246524977353,229150.96998515766,379716.887115127
65000,115.0,12,62.15490303984905,0.6333262663441589,0.44203874316939284,106.7509681029322,55.91871004919637,109483.97944863692,445309.82986884634
170000,95.0,14,76.35967558311157,0.705248919241461,0.43476617749367,124.86861618722372,72.61666444256718,255985.6403452876,361812.4129102322
105000,115.0,14,66.77833366524105,0.6851953339094767,0.42038173949693314,111.87894367762394,63.331818767855495,176738.54813549112,423492.56436921045
210000,125.0,14,89.62283164552052,0.7633830506725,0.35615256619890995,145.72929103790932,91.68728675308652,278736.49240130367,389987.05998780637
75000,95.0,16,60.32375368881412,0.6175827362801127,0.4983926563268288,103.62596242911853,52.9052586966021,126240.10838619183,414762.3685951869
